"","new_year","day_of_week","hijri_year"
"685","1334-12-31","Friday",734.25
"686","1333-12-31","Thursday",733.21875
"687","1332-12-31","Wednesday",732.1875
"688","1332-01-01","Tuesday",732.1875
"689","1331-01-01","Monday",731.15625
"690","1330-01-01","Sunday",730.125
"691","1329-01-01","Saturday",729.09375
"692","1328-01-02","Friday",728.0625
"693","1327-01-02","Thursday",727.03125
"694","1326-01-02","Wednesday",726
"695","1325-01-02","Tuesday",724.96875
"696","1324-01-03","Monday",723.9375
"697","1323-01-03","Sunday",722.90625
"698","1322-01-03","Saturday",721.875
"699","1321-01-03","Friday",720.84375
"700","1320-01-04","Thursday",719.8125
"701","1319-01-04","Wednesday",718.78125
"702","1318-01-04","Tuesday",717.75
"703","1317-01-04","Monday",716.71875
"704","1316-01-05","Sunday",715.6875
"705","1315-01-05","Saturday",714.65625
"706","1314-01-05","Friday",713.625
"707","1313-01-05","Thursday",712.59375
"708","1312-01-06","Wednesday",711.5625
"709","1311-01-06","Tuesday",710.53125
"710","1310-01-06","Monday",709.5
"711","1309-01-06","Sunday",708.46875
"712","1308-01-07","Saturday",707.4375
"713","1307-01-07","Friday",706.40625
"714","1306-01-07","Thursday",705.375
"715","1305-01-07","Wednesday",704.34375
"716","1304-01-08","Tuesday",703.3125
"717","1303-01-08","Monday",702.28125
"718","1302-01-08","Sunday",701.25
"719","1301-01-08","Saturday",700.21875
"720","1300-01-08","Friday",699.1875
"721","1299-01-08","Thursday",698.15625
"722","1298-01-08","Wednesday",697.125
"723","1297-01-08","Tuesday",696.09375
"724","1296-01-09","Monday",695.0625
"725","1295-01-09","Sunday",694.03125
"726","1294-01-09","Saturday",693
"727","1293-01-09","Friday",691.96875
"728","1292-01-10","Thursday",690.9375
"729","1291-01-10","Wednesday",689.90625
"730","1290-01-10","Tuesday",688.875
"731","1289-01-10","Monday",687.84375
"732","1288-01-11","Sunday",686.8125
"733","1287-01-11","Saturday",685.78125
"734","1286-01-11","Friday",684.75
"735","1285-01-11","Thursday",683.71875
"736","1284-01-12","Wednesday",682.6875
"737","1283-01-12","Tuesday",681.65625
"738","1282-01-12","Monday",680.625
"739","1281-01-12","Sunday",679.59375
"740","1280-01-13","Saturday",678.5625
"741","1279-01-13","Friday",677.53125
"742","1278-01-13","Thursday",676.5
"743","1277-01-13","Wednesday",675.46875
"744","1276-01-14","Tuesday",674.4375
"745","1275-01-14","Monday",673.40625
"746","1274-01-14","Sunday",672.375
"747","1273-01-14","Saturday",671.34375
"748","1272-01-15","Friday",670.3125
"749","1271-01-15","Thursday",669.28125
"750","1270-01-15","Wednesday",668.25
"751","1269-01-15","Tuesday",667.21875
"752","1268-01-16","Monday",666.1875
"753","1267-01-16","Sunday",665.15625
"754","1266-01-16","Saturday",664.125
"755","1265-01-16","Friday",663.09375
"756","1264-01-17","Thursday",662.0625
"757","1263-01-17","Wednesday",661.03125
"758","1262-01-17","Tuesday",660
"759","1261-01-17","Monday",658.96875
"760","1260-01-18","Sunday",657.9375
"761","1259-01-18","Saturday",656.90625
"762","1258-01-18","Friday",655.875
"763","1257-01-18","Thursday",654.84375
"764","1256-01-19","Wednesday",653.8125
"765","1255-01-19","Tuesday",652.78125
"766","1254-01-19","Monday",651.75
"767","1253-01-19","Sunday",650.71875
"768","1252-01-20","Saturday",649.6875
"769","1251-01-20","Friday",648.65625
"770","1250-01-20","Thursday",647.625
"771","1249-01-20","Wednesday",646.59375
"772","1248-01-21","Tuesday",645.5625
"773","1247-01-21","Monday",644.53125
"774","1246-01-21","Sunday",643.5
"775","1245-01-21","Saturday",642.46875
"776","1244-01-22","Friday",641.4375
"777","1243-01-22","Thursday",640.40625
"778","1242-01-22","Wednesday",639.375
"779","1241-01-22","Tuesday",638.34375
"780","1240-01-23","Monday",637.3125
"781","1239-01-23","Sunday",636.28125
"782","1238-01-23","Saturday",635.25
"783","1237-01-23","Friday",634.21875
"784","1236-01-24","Thursday",633.1875
"785","1235-01-24","Wednesday",632.15625
"786","1234-01-24","Tuesday",631.125
"787","1233-01-24","Monday",630.09375
"788","1232-01-25","Sunday",629.0625
"789","1231-01-25","Saturday",628.03125
"790","1230-01-25","Friday",627
"791","1229-01-25","Thursday",625.96875
"792","1228-01-26","Wednesday",624.9375
"793","1227-01-26","Tuesday",623.90625
"794","1226-01-26","Monday",622.875
"795","1225-01-26","Sunday",621.84375
"796","1224-01-27","Saturday",620.8125
"797","1223-01-27","Friday",619.78125
"798","1222-01-27","Thursday",618.75
"799","1221-01-27","Wednesday",617.71875
"800","1220-01-28","Tuesday",616.6875
"801","1219-01-28","Monday",615.65625
"802","1218-01-28","Sunday",614.625
"803","1217-01-28","Saturday",613.59375
"804","1216-01-29","Friday",612.5625
"805","1215-01-29","Thursday",611.53125
"806","1214-01-29","Wednesday",610.5
"807","1213-01-29","Tuesday",609.46875
"808","1212-01-30","Monday",608.4375
"809","1211-01-30","Sunday",607.40625
"810","1210-01-30","Saturday",606.375
"811","1209-01-30","Friday",605.34375
"812","1208-01-31","Thursday",604.3125
"813","1207-01-31","Wednesday",603.28125
"814","1206-01-31","Tuesday",602.25
"815","1205-01-31","Monday",601.21875
"816","1204-02-01","Sunday",600.1875
"817","1203-02-01","Saturday",599.15625
"818","1202-02-01","Friday",598.125
"819","1201-02-01","Thursday",597.09375
"820","1200-02-02","Wednesday",596.0625
"821","1199-02-02","Tuesday",595.03125
"822","1198-02-02","Monday",594
"823","1197-02-02","Sunday",592.96875
"824","1196-02-03","Saturday",591.9375
"825","1195-02-03","Friday",590.90625
"826","1194-02-03","Thursday",589.875
"827","1193-02-03","Wednesday",588.84375
"828","1192-02-04","Tuesday",587.8125
"829","1191-02-04","Monday",586.78125
"830","1190-02-04","Sunday",585.75
"831","1189-02-04","Saturday",584.71875
"832","1188-02-05","Friday",583.6875
"833","1187-02-05","Thursday",582.65625
"834","1186-02-05","Wednesday",581.625
"835","1185-02-05","Tuesday",580.59375
"836","1184-02-06","Monday",579.5625
"837","1183-02-06","Sunday",578.53125
"838","1182-02-06","Saturday",577.5
"839","1181-02-06","Friday",576.46875
"840","1180-02-07","Thursday",575.4375
"841","1179-02-07","Wednesday",574.40625
"842","1178-02-07","Tuesday",573.375
"843","1177-02-07","Monday",572.34375
"844","1176-02-08","Sunday",571.3125
"845","1175-02-08","Saturday",570.28125
"846","1174-02-08","Friday",569.25
"847","1173-02-08","Thursday",568.21875
"848","1172-02-09","Wednesday",567.1875
"849","1171-02-09","Tuesday",566.15625
"850","1170-02-09","Monday",565.125
"851","1169-02-09","Sunday",564.09375
"852","1168-02-10","Saturday",563.0625
"853","1167-02-10","Friday",562.03125
"854","1166-02-10","Thursday",561
"855","1165-02-10","Wednesday",559.96875
"856","1164-02-11","Tuesday",558.9375
"857","1163-02-11","Monday",557.90625
"858","1162-02-11","Sunday",556.875
"859","1161-02-11","Saturday",555.84375
"860","1160-02-12","Friday",554.8125
"861","1159-02-12","Thursday",553.78125
"862","1158-02-12","Wednesday",552.75
"863","1157-02-12","Tuesday",551.71875
"864","1156-02-13","Monday",550.6875
"865","1155-02-13","Sunday",549.65625
"866","1154-02-13","Saturday",548.625
"867","1153-02-13","Friday",547.59375
"868","1152-02-14","Thursday",546.5625
"869","1151-02-14","Wednesday",545.53125
"870","1150-02-14","Tuesday",544.5
"871","1149-02-14","Monday",543.46875
"872","1148-02-15","Sunday",542.4375
"873","1147-02-15","Saturday",541.40625
"874","1146-02-15","Friday",540.375
"875","1145-02-15","Thursday",539.34375
"876","1144-02-16","Wednesday",538.3125
"877","1143-02-16","Tuesday",537.28125
"878","1142-02-16","Monday",536.25
"879","1141-02-16","Sunday",535.21875
"880","1140-02-17","Saturday",534.1875
"881","1139-02-17","Friday",533.15625
"882","1138-02-17","Thursday",532.125
"883","1137-02-17","Wednesday",531.09375
"884","1136-02-18","Tuesday",530.0625
"885","1135-02-18","Monday",529.03125
"886","1134-02-18","Sunday",528
"887","1133-02-18","Saturday",526.96875
"888","1132-02-19","Friday",525.9375
"889","1131-02-19","Thursday",524.90625
"890","1130-02-19","Wednesday",523.875
"891","1129-02-19","Tuesday",522.84375
"892","1128-02-20","Monday",521.8125
"893","1127-02-20","Sunday",520.78125
"894","1126-02-20","Saturday",519.75
"895","1125-02-20","Friday",518.71875
"896","1124-02-21","Thursday",517.6875
"897","1123-02-21","Wednesday",516.65625
"898","1122-02-21","Tuesday",515.625
"899","1121-02-21","Monday",514.59375
"900","1120-02-22","Sunday",513.5625
"901","1119-02-22","Saturday",512.53125
"902","1118-02-22","Friday",511.5
"903","1117-02-22","Thursday",510.46875
"904","1116-02-23","Wednesday",509.4375
"905","1115-02-23","Tuesday",508.40625
"906","1114-02-23","Monday",507.375
"907","1113-02-23","Sunday",506.34375
"908","1112-02-24","Saturday",505.3125
"909","1111-02-24","Friday",504.28125
"910","1110-02-24","Thursday",503.25
"911","1109-02-24","Wednesday",502.21875
"912","1108-02-25","Tuesday",501.1875
"913","1107-02-25","Monday",500.15625
"914","1106-02-25","Sunday",499.125
"915","1105-02-25","Saturday",498.09375
"916","1104-02-26","Friday",497.0625
"917","1103-02-26","Thursday",496.03125
"918","1102-02-26","Wednesday",495
"919","1101-02-26","Tuesday",493.96875
"920","1100-02-26","Monday",492.9375
"921","1099-02-26","Sunday",491.90625
"922","1098-02-26","Saturday",490.875
"923","1097-02-26","Friday",489.84375
"924","1096-02-27","Thursday",488.8125
"925","1095-02-27","Wednesday",487.78125
"926","1094-02-27","Tuesday",486.75
"927","1093-02-27","Monday",485.71875
"928","1092-02-28","Sunday",484.6875
"929","1091-02-28","Saturday",483.65625
"930","1090-02-28","Friday",482.625
"931","1089-02-28","Thursday",481.59375
"932","1088-02-29","Wednesday",480.5625
"933","1087-03-01","Tuesday",479.53125
"934","1086-03-01","Monday",478.5
"935","1085-03-01","Sunday",477.46875
"936","1084-03-01","Saturday",476.4375
"937","1083-03-02","Friday",475.40625
"938","1082-03-02","Thursday",474.375
"939","1081-03-02","Wednesday",473.34375
"940","1080-03-02","Tuesday",472.3125
"941","1079-03-03","Monday",471.28125
"942","1078-03-03","Sunday",470.25
"943","1077-03-03","Saturday",469.21875
"944","1076-03-03","Friday",468.1875
"945","1075-03-04","Thursday",467.15625
"946","1074-03-04","Wednesday",466.125
"947","1073-03-04","Tuesday",465.09375
"948","1072-03-04","Monday",464.0625
"949","1071-03-05","Sunday",463.03125
"950","1070-03-05","Saturday",462
"951","1069-03-05","Friday",460.96875
"952","1068-03-05","Thursday",459.9375
"953","1067-03-06","Wednesday",458.90625
"954","1066-03-06","Tuesday",457.875
"955","1065-03-06","Monday",456.84375
"956","1064-03-06","Sunday",455.8125
"957","1063-03-07","Saturday",454.78125
"958","1062-03-07","Friday",453.75
"959","1061-03-07","Thursday",452.71875
"960","1060-03-07","Wednesday",451.6875
"961","1059-03-08","Tuesday",450.65625
"962","1058-03-08","Monday",449.625
"963","1057-03-08","Sunday",448.59375
"964","1056-03-08","Saturday",447.5625
"965","1055-03-09","Friday",446.53125
"966","1054-03-09","Thursday",445.5
"967","1053-03-09","Wednesday",444.46875
"968","1052-03-09","Tuesday",443.4375
"969","1051-03-10","Monday",442.40625
"970","1050-03-10","Sunday",441.375
"971","1049-03-10","Saturday",440.34375
"972","1048-03-10","Friday",439.3125
"973","1047-03-11","Thursday",438.28125
"974","1046-03-11","Wednesday",437.25
"975","1045-03-11","Tuesday",436.21875
"976","1044-03-11","Monday",435.1875
"977","1043-03-12","Sunday",434.15625
"978","1042-03-12","Saturday",433.125
"979","1041-03-12","Friday",432.09375
"980","1040-03-12","Thursday",431.0625
"981","1039-03-13","Wednesday",430.03125
"982","1038-03-13","Tuesday",429
"983","1037-03-13","Monday",427.96875
"984","1036-03-13","Sunday",426.9375
"985","1035-03-14","Saturday",425.90625
"986","1034-03-14","Friday",424.875
"987","1033-03-14","Thursday",423.84375
"988","1032-03-14","Wednesday",422.8125
"989","1031-03-15","Tuesday",421.78125
"990","1030-03-15","Monday",420.75
"991","1029-03-15","Sunday",419.71875
"992","1028-03-15","Saturday",418.6875
"993","1027-03-16","Friday",417.65625
"994","1026-03-16","Thursday",416.625
"995","1025-03-16","Wednesday",415.59375
"996","1024-03-16","Tuesday",414.5625
"997","1023-03-17","Monday",413.53125
"998","1022-03-17","Sunday",412.5
"999","1021-03-17","Saturday",411.46875
"1000","1020-03-17","Friday",410.4375
"1001","1019-03-18","Thursday",409.40625
"1002","1018-03-18","Wednesday",408.375
"1003","1017-03-18","Tuesday",407.34375
"1004","1016-03-18","Monday",406.3125
"1005","1015-03-19","Sunday",405.28125
"1006","1014-03-19","Saturday",404.25
"1007","1013-03-19","Friday",403.21875
"1008","1012-03-19","Thursday",402.1875
"1009","1011-03-20","Wednesday",401.15625
"1010","1010-03-20","Tuesday",400.125
"1011","1009-03-20","Monday",399.09375
"1012","1008-03-20","Sunday",398.0625
"1013","1007-03-21","Saturday",397.03125
"1014","1006-03-21","Friday",396
"1015","1005-03-21","Thursday",394.96875
"1016","1004-03-21","Wednesday",393.9375
"1017","1003-03-22","Tuesday",392.90625
"1018","1002-03-22","Monday",391.875
"1019","1001-03-22","Sunday",390.84375
"1020","1000-03-22","Saturday",389.8125
"1021","999-03-22","Friday",388.78125
"1022","998-03-22","Thursday",387.75
"1023","997-03-22","Wednesday",386.71875
"1024","996-03-22","Tuesday",385.6875
"1025","995-03-23","Monday",384.65625
"1026","994-03-23","Sunday",383.625
"1027","993-03-23","Saturday",382.59375
"1028","992-03-23","Friday",381.5625
"1029","991-03-24","Thursday",380.53125
"1030","990-03-24","Wednesday",379.5
"1031","989-03-24","Tuesday",378.46875
"1032","988-03-24","Monday",377.4375
"1033","987-03-25","Sunday",376.40625
"1034","986-03-25","Saturday",375.375
"1035","985-03-25","Friday",374.34375
"1036","984-03-25","Thursday",373.3125
"1037","983-03-26","Wednesday",372.28125
"1038","982-03-26","Tuesday",371.25
"1039","981-03-26","Monday",370.21875
"1040","980-03-26","Sunday",369.1875
"1041","979-03-27","Saturday",368.15625
"1042","978-03-27","Friday",367.125
"1043","977-03-27","Thursday",366.09375
"1044","976-03-27","Wednesday",365.0625
"1045","975-03-28","Tuesday",364.03125
"1046","974-03-28","Monday",363
"1047","973-03-28","Sunday",361.96875
"1048","972-03-28","Saturday",360.9375
"1049","971-03-29","Friday",359.90625
"1050","970-03-29","Thursday",358.875
"1051","969-03-29","Wednesday",357.84375
"1052","968-03-29","Tuesday",356.8125
"1053","967-03-30","Monday",355.78125
"1054","966-03-30","Sunday",354.75
"1055","965-03-30","Saturday",353.71875
"1056","964-03-30","Friday",352.6875
"1057","963-03-31","Thursday",351.65625
"1058","962-03-31","Wednesday",350.625
"1059","961-03-31","Tuesday",349.59375
"1060","960-03-31","Monday",348.5625
"1061","959-04-01","Sunday",347.53125
"1062","958-04-01","Saturday",346.5
"1063","957-04-01","Friday",345.46875
"1064","956-04-01","Thursday",344.4375
"1065","955-04-02","Wednesday",343.40625
"1066","954-04-02","Tuesday",342.375
"1067","953-04-02","Monday",341.34375
"1068","952-04-02","Sunday",340.3125
"1069","951-04-03","Saturday",339.28125
"1070","950-04-03","Friday",338.25
"1071","949-04-03","Thursday",337.21875
"1072","948-04-03","Wednesday",336.1875
"1073","947-04-04","Tuesday",335.15625
"1074","946-04-04","Monday",334.125
"1075","945-04-04","Sunday",333.09375
"1076","944-04-04","Saturday",332.0625
"1077","943-04-05","Friday",331.03125
"1078","942-04-05","Thursday",330
"1079","941-04-05","Wednesday",328.96875
"1080","940-04-05","Tuesday",327.9375
"1081","939-04-06","Monday",326.90625
"1082","938-04-06","Sunday",325.875
"1083","937-04-06","Saturday",324.84375
"1084","936-04-06","Friday",323.8125
"1085","935-04-07","Thursday",322.78125
"1086","934-04-07","Wednesday",321.75
"1087","933-04-07","Tuesday",320.71875
"1088","932-04-07","Monday",319.6875
"1089","931-04-08","Sunday",318.65625
"1090","930-04-08","Saturday",317.625
"1091","929-04-08","Friday",316.59375
"1092","928-04-08","Thursday",315.5625
"1093","927-04-09","Wednesday",314.53125
"1094","926-04-09","Tuesday",313.5
"1095","925-04-09","Monday",312.46875
"1096","924-04-09","Sunday",311.4375
"1097","923-04-10","Saturday",310.40625
"1098","922-04-10","Friday",309.375
"1099","921-04-10","Thursday",308.34375
"1100","920-04-10","Wednesday",307.3125
"1101","919-04-11","Tuesday",306.28125
"1102","918-04-11","Monday",305.25
"1103","917-04-11","Sunday",304.21875
"1104","916-04-11","Saturday",303.1875
"1105","915-04-12","Friday",302.15625
"1106","914-04-12","Thursday",301.125
"1107","913-04-12","Wednesday",300.09375
"1108","912-04-12","Tuesday",299.0625
"1109","911-04-13","Monday",298.03125
"1110","910-04-13","Sunday",297
"1111","909-04-13","Saturday",295.96875
"1112","908-04-13","Friday",294.9375
"1113","907-04-14","Thursday",293.90625
"1114","906-04-14","Wednesday",292.875
"1115","905-04-14","Tuesday",291.84375
"1116","904-04-14","Monday",290.8125
"1117","903-04-15","Sunday",289.78125
"1118","902-04-15","Saturday",288.75
"1119","901-04-15","Friday",287.71875
"1120","900-04-15","Thursday",286.6875
"1121","899-04-15","Wednesday",285.65625
"1122","898-04-15","Tuesday",284.625
"1123","897-04-15","Monday",283.59375
"1124","896-04-15","Sunday",282.5625
"1125","895-04-16","Saturday",281.53125
"1126","894-04-16","Friday",280.5
"1127","893-04-16","Thursday",279.46875
"1128","892-04-16","Wednesday",278.4375
"1129","891-04-17","Tuesday",277.40625
"1130","890-04-17","Monday",276.375
"1131","889-04-17","Sunday",275.34375
"1132","888-04-17","Saturday",274.3125
"1133","887-04-18","Friday",273.28125
"1134","886-04-18","Thursday",272.25
"1135","885-04-18","Wednesday",271.21875
"1136","884-04-18","Tuesday",270.1875
"1137","883-04-19","Monday",269.15625
"1138","882-04-19","Sunday",268.125
"1139","881-04-19","Saturday",267.09375
"1140","880-04-19","Friday",266.0625
"1141","879-04-20","Thursday",265.03125
"1142","878-04-20","Wednesday",264
"1143","877-04-20","Tuesday",262.96875
"1144","876-04-20","Monday",261.9375
"1145","875-04-21","Sunday",260.90625
"1146","874-04-21","Saturday",259.875
"1147","873-04-21","Friday",258.84375
"1148","872-04-21","Thursday",257.8125
"1149","871-04-22","Wednesday",256.78125
"1150","870-04-22","Tuesday",255.75
"1151","869-04-22","Monday",254.71875
"1152","868-04-22","Sunday",253.6875
"1153","867-04-23","Saturday",252.65625
"1154","866-04-23","Friday",251.625
"1155","865-04-23","Thursday",250.59375
"1156","864-04-23","Wednesday",249.5625
"1157","863-04-24","Tuesday",248.53125
"1158","862-04-24","Monday",247.5
"1159","861-04-24","Sunday",246.46875
"1160","860-04-24","Saturday",245.4375
"1161","859-04-25","Friday",244.40625
"1162","858-04-25","Thursday",243.375
"1163","857-04-25","Wednesday",242.34375
"1164","856-04-25","Tuesday",241.3125
"1165","855-04-26","Monday",240.28125
"1166","854-04-26","Sunday",239.25
"1167","853-04-26","Saturday",238.21875
"1168","852-04-26","Friday",237.1875
"1169","851-04-27","Thursday",236.15625
"1170","850-04-27","Wednesday",235.125
"1171","849-04-27","Tuesday",234.09375
"1172","848-04-27","Monday",233.0625
"1173","847-04-28","Sunday",232.03125
"1174","846-04-28","Saturday",231
"1175","845-04-28","Friday",229.96875
"1176","844-04-28","Thursday",228.9375
"1177","843-04-29","Wednesday",227.90625
"1178","842-04-29","Tuesday",226.875
"1179","841-04-29","Monday",225.84375
"1180","840-04-29","Sunday",224.8125
"1181","839-04-30","Saturday",223.78125
"1182","838-04-30","Friday",222.75
"1183","837-04-30","Thursday",221.71875
"1184","836-04-30","Wednesday",220.6875
"1185","835-05-01","Tuesday",219.65625
"1186","834-05-01","Monday",218.625
"1187","833-05-01","Sunday",217.59375
"1188","832-05-01","Saturday",216.5625
"1189","831-05-02","Friday",215.53125
"1190","830-05-02","Thursday",214.5
"1191","829-05-02","Wednesday",213.46875
"1192","828-05-02","Tuesday",212.4375
"1193","827-05-03","Monday",211.40625
"1194","826-05-03","Sunday",210.375
"1195","825-05-03","Saturday",209.34375
"1196","824-05-03","Friday",208.3125
"1197","823-05-04","Thursday",207.28125
"1198","822-05-04","Wednesday",206.25
"1199","821-05-04","Tuesday",205.21875
"1200","820-05-04","Monday",204.1875
"1201","819-05-05","Sunday",203.15625
"1202","818-05-05","Saturday",202.125
"1203","817-05-05","Friday",201.09375
"1204","816-05-05","Thursday",200.0625
"1205","815-05-06","Wednesday",199.03125
"1206","814-05-06","Tuesday",198
"1207","813-05-06","Monday",196.96875
"1208","812-05-06","Sunday",195.9375
"1209","811-05-07","Saturday",194.90625
"1210","810-05-07","Friday",193.875
"1211","809-05-07","Thursday",192.84375
"1212","808-05-07","Wednesday",191.8125
"1213","807-05-08","Tuesday",190.78125
"1214","806-05-08","Monday",189.75
"1215","805-05-08","Sunday",188.71875
"1216","804-05-08","Saturday",187.6875
"1217","803-05-09","Friday",186.65625
"1218","802-05-09","Thursday",185.625
"1219","801-05-09","Wednesday",184.59375
"1220","800-05-09","Tuesday",183.5625
"1221","799-05-10","Monday",182.53125
"1222","798-05-10","Sunday",181.5
"1223","797-05-10","Saturday",180.46875
"1224","796-05-10","Friday",179.4375
"1225","795-05-11","Thursday",178.40625
"1226","794-05-11","Wednesday",177.375
"1227","793-05-11","Tuesday",176.34375
"1228","792-05-11","Monday",175.3125
"1229","791-05-12","Sunday",174.28125
"1230","790-05-12","Saturday",173.25
"1231","789-05-12","Friday",172.21875
"1232","788-05-12","Thursday",171.1875
"1233","787-05-13","Wednesday",170.15625
"1234","786-05-13","Tuesday",169.125
"1235","785-05-13","Monday",168.09375
"1236","784-05-13","Sunday",167.0625
"1237","783-05-14","Saturday",166.03125
"1238","782-05-14","Friday",165
"1239","781-05-14","Thursday",163.96875
"1240","780-05-14","Wednesday",162.9375
"1241","779-05-15","Tuesday",161.90625
"1242","778-05-15","Monday",160.875
"1243","777-05-15","Sunday",159.84375
"1244","776-05-15","Saturday",158.8125
"1245","775-05-16","Friday",157.78125
"1246","774-05-16","Thursday",156.75
"1247","773-05-16","Wednesday",155.71875
"1248","772-05-16","Tuesday",154.6875
"1249","771-05-17","Monday",153.65625
"1250","770-05-17","Sunday",152.625
"1251","769-05-17","Saturday",151.59375
"1252","768-05-17","Friday",150.5625
"1253","767-05-18","Thursday",149.53125
"1254","766-05-18","Wednesday",148.5
"1255","765-05-18","Tuesday",147.46875
"1256","764-05-18","Monday",146.4375
"1257","763-05-19","Sunday",145.40625
"1258","762-05-19","Saturday",144.375
"1259","761-05-19","Friday",143.34375
"1260","760-05-19","Thursday",142.3125
"1261","759-05-20","Wednesday",141.28125
"1262","758-05-20","Tuesday",140.25
"1263","757-05-20","Monday",139.21875
"1264","756-05-20","Sunday",138.1875
"1265","755-05-21","Saturday",137.15625
"1266","754-05-21","Friday",136.125
"1267","753-05-21","Thursday",135.09375
"1268","752-05-21","Wednesday",134.0625
"1269","751-05-22","Tuesday",133.03125
"1270","750-05-22","Monday",132
"1271","749-05-22","Sunday",130.96875
"1272","748-05-22","Saturday",129.9375
"1273","747-05-23","Friday",128.90625
"1274","746-05-23","Thursday",127.875
"1275","745-05-23","Wednesday",126.84375
"1276","744-05-23","Tuesday",125.8125
"1277","743-05-24","Monday",124.78125
"1278","742-05-24","Sunday",123.75
"1279","741-05-24","Saturday",122.71875
"1280","740-05-24","Friday",121.6875
"1281","739-05-25","Thursday",120.65625
"1282","738-05-25","Wednesday",119.625
"1283","737-05-25","Tuesday",118.59375
"1284","736-05-25","Monday",117.5625
"1285","735-05-26","Sunday",116.53125
"1286","734-05-26","Saturday",115.5
"1287","733-05-26","Friday",114.46875
"1288","732-05-26","Thursday",113.4375
"1289","731-05-27","Wednesday",112.40625
"1290","730-05-27","Tuesday",111.375
"1291","729-05-27","Monday",110.34375
"1292","728-05-27","Sunday",109.3125
"1293","727-05-28","Saturday",108.28125
"1294","726-05-28","Friday",107.25
"1295","725-05-28","Thursday",106.21875
"1296","724-05-28","Wednesday",105.1875
"1297","723-05-29","Tuesday",104.15625
"1298","722-05-29","Monday",103.125
"1299","721-05-29","Sunday",102.09375
"1300","720-05-29","Saturday",101.0625
"1301","719-05-30","Friday",100.03125
"1302","718-05-30","Thursday",99
"1303","717-05-30","Wednesday",97.96875
"1304","716-05-30","Tuesday",96.9375
"1305","715-05-31","Monday",95.90625
"1306","714-05-31","Sunday",94.875
"1307","713-05-31","Saturday",93.84375
"1308","712-05-31","Friday",92.8125
"1309","711-06-01","Thursday",91.78125
"1310","710-06-01","Wednesday",90.75
"1311","709-06-01","Tuesday",89.71875
"1312","708-06-01","Monday",88.6875
"1313","707-06-02","Sunday",87.65625
"1314","706-06-02","Saturday",86.625
"1315","705-06-02","Friday",85.59375
"1316","704-06-02","Thursday",84.5625
"1317","703-06-03","Wednesday",83.53125
"1318","702-06-03","Tuesday",82.5
"1319","701-06-03","Monday",81.46875
"1320","700-06-03","Sunday",80.4375
"1321","699-06-03","Saturday",79.40625
"1322","698-06-03","Friday",78.375
"1323","697-06-03","Thursday",77.34375
"1324","696-06-03","Wednesday",76.3125
"1325","695-06-04","Tuesday",75.28125
"1326","694-06-04","Monday",74.25
"1327","693-06-04","Sunday",73.21875
"1328","692-06-04","Saturday",72.1875
"1329","691-06-05","Friday",71.15625
"1330","690-06-05","Thursday",70.125
"1331","689-06-05","Wednesday",69.09375
"1332","688-06-05","Tuesday",68.0625
"1333","687-06-06","Monday",67.03125
"1334","686-06-06","Sunday",66
"1335","685-06-06","Saturday",64.96875
"1336","684-06-06","Friday",63.9375
"1337","683-06-07","Thursday",62.90625
"1338","682-06-07","Wednesday",61.875
"1339","681-06-07","Tuesday",60.84375
"1340","680-06-07","Monday",59.8125
"1341","679-06-08","Sunday",58.78125
"1342","678-06-08","Saturday",57.75
"1343","677-06-08","Friday",56.71875
"1344","676-06-08","Thursday",55.6875
"1345","675-06-09","Wednesday",54.65625
"1346","674-06-09","Tuesday",53.625
"1347","673-06-09","Monday",52.59375
"1348","672-06-09","Sunday",51.5625
"1349","671-06-10","Saturday",50.53125
"1350","670-06-10","Friday",49.5
"1351","669-06-10","Thursday",48.46875
"1352","668-06-10","Wednesday",47.4375
"1353","667-06-11","Tuesday",46.40625
"1354","666-06-11","Monday",45.375
"1355","665-06-11","Sunday",44.34375
"1356","664-06-11","Saturday",43.3125
"1357","663-06-12","Friday",42.28125
"1358","662-06-12","Thursday",41.25
"1359","661-06-12","Wednesday",40.21875
"1360","660-06-12","Tuesday",39.1875
"1361","659-06-13","Monday",38.15625
"1362","658-06-13","Sunday",37.125
"1363","657-06-13","Saturday",36.09375
"1364","656-06-13","Friday",35.0625
"1365","655-06-14","Thursday",34.03125
"1366","654-06-14","Wednesday",33
"1367","653-06-14","Tuesday",31.96875
"1368","652-06-14","Monday",30.9375
"1369","651-06-15","Sunday",29.90625
"1370","650-06-15","Saturday",28.875
"1371","649-06-15","Friday",27.84375
"1372","648-06-15","Thursday",26.8125
"1373","647-06-16","Wednesday",25.78125
"1374","646-06-16","Tuesday",24.75
"1375","645-06-16","Monday",23.71875
"1376","644-06-16","Sunday",22.6875
"1377","643-06-17","Saturday",21.65625
"1378","642-06-17","Friday",20.625
"1379","641-06-17","Thursday",19.59375
"1380","640-06-17","Wednesday",18.5625
"1381","639-06-18","Tuesday",17.53125
"1382","638-06-18","Monday",16.5
"1383","637-06-18","Sunday",15.46875
"1384","636-06-18","Saturday",14.4375
"1385","635-06-19","Friday",13.40625
"1386","634-06-19","Thursday",12.375
"1387","633-06-19","Wednesday",11.34375
"1388","632-06-19","Tuesday",10.3125
"1389","631-06-20","Monday",9.28125
"1390","630-06-20","Sunday",8.25
"1391","629-06-20","Saturday",7.21875
"1392","628-06-20","Friday",6.1875
"1393","627-06-21","Thursday",5.15625
